filename,atom_count
qmof-b2c9f1f.cif,114
qmof-e327b51.cif,98
qmof-1a36e21.cif,92
qmof-a457b47.cif,64
qmof-872f192.cif,68
qmof-ed90b66.cif,68
qmof-091c24a.cif,87
qmof-99da696.cif,96
qmof-1ccde9c.cif,120
qmof-c5df9f7.cif,84
qmof-bb971ba.cif,64
qmof-c8da207.cif,78
qmof-0156bfa.cif,88
qmof-5414a07.cif,88
qmof-ae1b6bd.cif,76
qmof-f3a8143.cif,104
qmof-d234b42.cif,60
qmof-0f35ae8.cif,67
qmof-9fa77bd.cif,78
qmof-7972915.cif,106
qmof-a2ebc30.cif,66
qmof-36dafb7.cif,104
qmof-1009afb.cif,75
qmof-25d4e9e.cif,64
qmof-d9fa5cf.cif,81
qmof-baf873c.cif,102
qmof-a1859cf.cif,76
qmof-cdca546.cif,72
qmof-14b1175.cif,94
qmof-89be353.cif,102
qmof-291b6b8.cif,108
qmof-4048940.cif,94
qmof-8912cf1.cif,112
qmof-112bc59.cif,114
qmof-2867c7b.cif,80
qmof-7503641.cif,96
qmof-235238b.cif,80
qmof-62e8561.cif,86
qmof-6bd80b9.cif,92
qmof-59b3ba5.cif,98
qmof-d0835c2.cif,90
qmof-50f1fb4.cif,68
qmof-e6bee8a.cif,86
qmof-ddd0056.cif,66
qmof-bc3f92f.cif,113
qmof-c0dbd72.cif,104
qmof-5904229.cif,66
qmof-fcf9e4e.cif,60
qmof-ffa8fbb.cif,66
qmof-b58e86f.cif,82
qmof-cd1c2f7.cif,68
qmof-c95d01f.cif,76
qmof-65f536b.cif,72
qmof-60450dd.cif,118
qmof-52dc6d7.cif,86
qmof-e2276ee.cif,74
qmof-e8b1a76.cif,94
qmof-ad34930.cif,84
qmof-815e12a.cif,84
qmof-97e3dd9.cif,73
qmof-600a106.cif,66
qmof-a5d83e7.cif,92
qmof-c998a82.cif,86
qmof-0c240a1.cif,96
qmof-b3a8a72.cif,88
qmof-a5b3a99.cif,98
qmof-08f6834.cif,99
qmof-b8a853e.cif,70
qmof-63e34f0.cif,80
qmof-038174d.cif,72
qmof-36e178b.cif,76
qmof-4f48bfd.cif,89
qmof-aad07bd.cif,74
qmof-a7453c3.cif,94
qmof-31ce794.cif,102
qmof-c49f101.cif,80
qmof-37e47d6.cif,84
qmof-517abf2.cif,92
qmof-df074a0.cif,88
qmof-f18ed85.cif,78
qmof-b7ca690.cif,96
qmof-16dfff2.cif,102
qmof-4d5a835.cif,74
qmof-e5b7187.cif,112
qmof-34b0c93.cif,86
qmof-81462ef.cif,79
qmof-0c2c714.cif,66
qmof-480d9ca.cif,64
qmof-3d621ad.cif,98
qmof-45b64b9.cif,72
qmof-1dc08c3.cif,108
qmof-e7249e1.cif,68
qmof-36d19a8.cif,104
qmof-5d9b2c8.cif,88
qmof-110e680.cif,62
qmof-034e9af.cif,102
qmof-6bd4e14.cif,82
qmof-b6cf5f9.cif,100
qmof-dadb6c8.cif,100
qmof-5f3ad60.cif,108
qmof-b5945a6.cif,88
qmof-64eca6f.cif,76
qmof-90a5ed0.cif,70
qmof-1492ba7.cif,90
qmof-ab8d090.cif,83
qmof-ade80fa.cif,77
qmof-28949da.cif,116
qmof-2a66ccf.cif,72
qmof-1e0ce81.cif,96
qmof-185aa17.cif,88
qmof-0e63894.cif,108
qmof-1d20a91.cif,74
qmof-74c27d5.cif,78
qmof-126585f.cif,68
qmof-764dc05.cif,118
qmof-4a4b090.cif,106
qmof-f287e67.cif,62
qmof-3ffe183.cif,66
qmof-c4f3917.cif,88
qmof-de13d28.cif,92
qmof-fc2015a.cif,100
qmof-6c18b0c.cif,72
qmof-152c5b0.cif,92
qmof-15a075e.cif,62
qmof-b06e757.cif,89
qmof-7b4dbbf.cif,112
qmof-0bf1c5d.cif,74
qmof-5e78e03.cif,104
qmof-244cb4f.cif,116
qmof-20119ca.cif,112
qmof-94a67e3.cif,75
qmof-e2db1dc.cif,63
qmof-096c27f.cif,88
qmof-eb261b9.cif,89
qmof-90c218f.cif,80
qmof-99810c8.cif,100
qmof-da2b203.cif,104
qmof-e73fe5e.cif,100
qmof-060e1c4.cif,88
qmof-d54da7b.cif,84
qmof-a39158b.cif,96
qmof-1eea8fc.cif,104
qmof-775dcac.cif,116
qmof-913d114.cif,78
qmof-cb06477.cif,74
qmof-57ee22e.cif,66
qmof-77a3a1c.cif,64
qmof-00980e4.cif,75
qmof-20d2f37.cif,64
qmof-1ebe47b.cif,66
qmof-5e9a520.cif,90
qmof-0cc51b8.cif,64
qmof-4b8c2e3.cif,86
qmof-3c501fe.cif,66
qmof-69ee5ab.cif,88
qmof-94199a7.cif,64
qmof-ae58b33.cif,84
qmof-41cd4ee.cif,98
qmof-b3a116c.cif,120
qmof-7894e7a.cif,104
qmof-739453e.cif,64
qmof-21e5b1b.cif,94
qmof-2369672.cif,77
qmof-dbc50ec.cif,118
qmof-afb0a94.cif,86
qmof-fc17802.cif,78
qmof-9383360.cif,84
qmof-cd25778.cif,98
qmof-677bee0.cif,120
qmof-afcfed2.cif,78
qmof-a297351.cif,84
qmof-a9fb7e9.cif,80
qmof-369fa70.cif,76
qmof-af5679f.cif,67
qmof-d655f8d.cif,118
qmof-566780e.cif,104
qmof-b711bf6.cif,112
qmof-fc93e58.cif,100
qmof-ba400b3.cif,80
qmof-f6d88fe.cif,102
qmof-6cce137.cif,70
qmof-a933acc.cif,92
qmof-0094362.cif,76
qmof-350f7da.cif,69
qmof-d7d4799.cif,77
qmof-50cc0b4.cif,96
qmof-5c2af2c.cif,72
qmof-0918da7.cif,74
qmof-b2272eb.cif,100
qmof-0164af1.cif,98
qmof-ea9c8c9.cif,84
qmof-d622bf2.cif,64
qmof-d9f913d.cif,102
qmof-0b43927.cif,104
qmof-84f0656.cif,100
qmof-b7bdebd.cif,116
qmof-0d1d4bd.cif,84
qmof-05dca7c.cif,96
qmof-5c28337.cif,69
qmof-ae328c6.cif,84
qmof-aa7ff00.cif,96
qmof-e09709f.cif,68
qmof-ef64fbc.cif,108
qmof-ba37365.cif,108
qmof-be091d4.cif,84
qmof-adf0d46.cif,114
qmof-779ce9c.cif,96
qmof-9702053.cif,80
qmof-e686033.cif,60
qmof-03558fb.cif,120
qmof-15463ec.cif,76
qmof-790523b.cif,82
qmof-3b20031.cif,100
qmof-dabdd9c.cif,116
qmof-ef8652c.cif,96
qmof-a2f200e.cif,88
qmof-fd35c17.cif,72
qmof-a4a3a03.cif,100
qmof-00744ff.cif,84
qmof-57f3005.cif,118
qmof-374d608.cif,80
qmof-67fdce2.cif,96
qmof-d9772e5.cif,92
qmof-44b1658.cif,108
qmof-1a54c0d.cif,70
qmof-52b81d3.cif,90
qmof-b3e0651.cif,104
qmof-447554f.cif,76
qmof-2cda290.cif,96
qmof-87eb0e6.cif,92
qmof-423f816.cif,68
qmof-02cdf5a.cif,76
qmof-96226c0.cif,96
qmof-899ea4d.cif,118
qmof-d1216ba.cif,80
qmof-54e279c.cif,86
qmof-f343390.cif,72
qmof-0600de4.cif,100
qmof-3bdfb25.cif,94
qmof-372bc82.cif,68
qmof-7e45b51.cif,86
qmof-6f53f75.cif,106
qmof-55f4d83.cif,96
qmof-60da571.cif,93
qmof-dd788d7.cif,60
qmof-5791351.cif,73
qmof-db5580b.cif,70
qmof-79bb52e.cif,60
qmof-3a9cbbf.cif,120
qmof-a7c5355.cif,80
qmof-0103b7b.cif,110
qmof-7e03401.cif,116
qmof-be35ab2.cif,71
qmof-8b89165.cif,110
qmof-93ccf76.cif,74
qmof-7cd7343.cif,86
qmof-373fda4.cif,95
qmof-16de531.cif,60
qmof-c1af071.cif,86
qmof-cc574ac.cif,72
qmof-4124b8d.cif,61
qmof-db32ee7.cif,80
qmof-a077695.cif,84
qmof-4fba533.cif,98
qmof-4e8726d.cif,76
qmof-25fb70b.cif,62
qmof-0454c23.cif,93
qmof-26ebc0e.cif,100
qmof-11afcfb.cif,62
qmof-4438bc6.cif,112
qmof-e9a4825.cif,72
qmof-71d1286.cif,68
qmof-c4b76e9.cif,96
qmof-30bdcd5.cif,70
qmof-2aef363.cif,68
qmof-5c72d1f.cif,98
qmof-7ceb9a5.cif,100
qmof-23b082a.cif,74
qmof-68bb3f2.cif,64
qmof-0cb4f49.cif,92
qmof-ae43cc7.cif,102
qmof-b3c8596.cif,74
qmof-3fbfce0.cif,110
qmof-f0c9af4.cif,112
qmof-d192f59.cif,99
qmof-a9b5598.cif,62
qmof-ddb2d23.cif,72
qmof-b09c469.cif,86
qmof-d97f36e.cif,89
qmof-4b38c0b.cif,94
qmof-faed9c6.cif,90
qmof-229f5b9.cif,96
qmof-14924f8.cif,80
qmof-c96b0bd.cif,84
qmof-08021a9.cif,108
qmof-bdb5086.cif,88
qmof-68380f0.cif,100
qmof-3caf24b.cif,76
qmof-d079e7b.cif,86
qmof-b7cf313.cif,72
qmof-7efb78c.cif,116
qmof-13c6706.cif,84
qmof-59f3c10.cif,78
qmof-c0cbada.cif,60
qmof-5d1aafb.cif,63
qmof-7caab1d.cif,80
qmof-2408633.cif,98
qmof-6e2e191.cif,84
qmof-02a8243.cif,96
qmof-45ac749.cif,91
qmof-a560beb.cif,68
qmof-9bd8c04.cif,96
qmof-8c04c0e.cif,76
qmof-158ec44.cif,64
qmof-20020d6.cif,96
qmof-28e1e79.cif,72
qmof-3759781.cif,64
qmof-1b64037.cif,90
qmof-ead32c0.cif,60
qmof-e2ef78a.cif,116
qmof-c1bc002.cif,68
qmof-b73a1d3.cif,100
qmof-42ce45c.cif,60
qmof-1e540dd.cif,80
qmof-2f4eb2a.cif,76
qmof-69adfc8.cif,94
qmof-d867a6e.cif,118
qmof-6b33ff9.cif,120
qmof-9b79393.cif,64
qmof-ea0f641.cif,74
qmof-606ca52.cif,112
qmof-7ef70ec.cif,88
qmof-6ee279e.cif,78
qmof-2171eed.cif,104
qmof-c0a33f9.cif,90
qmof-38b3dd0.cif,90
qmof-01e3d00.cif,83
qmof-9c4d48b.cif,80
qmof-248b9a0.cif,102
qmof-6bd9402.cif,84
qmof-be09118.cif,98
qmof-93aaf79.cif,77
qmof-fb82295.cif,64
qmof-cb5e0c8.cif,92
qmof-8cdca87.cif,83
qmof-bedb824.cif,104
qmof-ac1fa2d.cif,70
qmof-6581895.cif,102
qmof-12bec5a.cif,96
qmof-53f3394.cif,76
qmof-65f4686.cif,88
qmof-369e546.cif,62
qmof-d3a3906.cif,81
qmof-39aa242.cif,102
qmof-f3f8bc5.cif,86
qmof-eab8e84.cif,116
qmof-47ef021.cif,70
qmof-6f41f72.cif,72
qmof-7a622fb.cif,90
qmof-263fad6.cif,118
qmof-a353c59.cif,96
qmof-f513610.cif,96
qmof-6b4d8f7.cif,102
qmof-893a85d.cif,60
qmof-715f306.cif,60
qmof-696e454.cif,110
qmof-d8a1caf.cif,82
qmof-b78c40b.cif,76
qmof-0344ec9.cif,82
qmof-3ad0212.cif,100
qmof-59cf43e.cif,96
qmof-be872f0.cif,116
qmof-166954d.cif,84
qmof-0aad8d2.cif,110
qmof-bb912e7.cif,92
qmof-6d2f6ac.cif,120
qmof-e7e8378.cif,82
qmof-0aed152.cif,84
qmof-229a18d.cif,90
qmof-89f83b7.cif,94
qmof-d0dfc27.cif,69
qmof-c9f9a46.cif,62
qmof-23640d7.cif,74
qmof-69e96ed.cif,92
qmof-739a9ad.cif,108
qmof-646d39f.cif,108
qmof-e3e5ec8.cif,84
qmof-fc36310.cif,72
qmof-04009cb.cif,76
qmof-1279fa4.cif,112
qmof-5da988a.cif,86
qmof-46fd92a.cif,70
qmof-8b975ac.cif,73
qmof-83480f0.cif,74
qmof-72594f7.cif,60
qmof-d77af39.cif,62
qmof-7acd702.cif,80
qmof-ac050b9.cif,75
qmof-0e3b79a.cif,96
qmof-bee6746.cif,80
qmof-d57448c.cif,72
qmof-1464054.cif,84
qmof-4d1b04c.cif,80
qmof-98d669a.cif,80
qmof-b024a31.cif,104
qmof-f69d443.cif,90
qmof-eb78da4.cif,120
qmof-cc6fd4d.cif,120
qmof-63d089a.cif,94
qmof-49c5509.cif,74
qmof-3619225.cif,84
qmof-8e0ee46.cif,112
qmof-c82daac.cif,100
qmof-3c16fb7.cif,112
qmof-6822e8f.cif,84
qmof-8312100.cif,64
qmof-089b614.cif,70
qmof-c2a7a97.cif,108
qmof-55d44ac.cif,103
qmof-45804f7.cif,80
qmof-297ee2d.cif,70
qmof-7d19f83.cif,60
qmof-24c3847.cif,62
qmof-1405b67.cif,99
qmof-d3d7d3d.cif,112
qmof-94e8b5f.cif,98
qmof-cbd47e6.cif,100
qmof-0a8fd51.cif,76
qmof-7f951dc.cif,88
qmof-170e722.cif,80
qmof-805652f.cif,96
qmof-2bf6c21.cif,77
qmof-61fda9f.cif,86
qmof-cf8f928.cif,88
qmof-828e765.cif,92
qmof-7399317.cif,106
qmof-d9d6cca.cif,62
qmof-afabea3.cif,106
qmof-448b6b0.cif,78
qmof-70a0b2b.cif,108
qmof-bf979d0.cif,66
qmof-106093e.cif,110
qmof-9f8e842.cif,72
qmof-b25a2c3.cif,84
qmof-8b4196c.cif,88
qmof-72050a0.cif,88
qmof-7ab1fd8.cif,90
qmof-250c0b6.cif,110
qmof-9ae4594.cif,60
qmof-ab576dc.cif,114
qmof-c215e9b.cif,92
qmof-e225745.cif,102
qmof-fb2596f.cif,120
qmof-b993fee.cif,92
qmof-6615630.cif,86
qmof-ee9cb10.cif,84
qmof-a04cf5a.cif,68
qmof-023607b.cif,74
qmof-d7de8a6.cif,96
qmof-e078e09.cif,60
qmof-6526591.cif,107
qmof-dc8ca0b.cif,62
qmof-d7908a1.cif,80
qmof-c158d1f.cif,92
qmof-6a1242b.cif,84
qmof-7cde1ad.cif,72
qmof-bc8c13d.cif,96
qmof-b4606cd.cif,110
qmof-f2d872e.cif,98
qmof-c8aa86a.cif,78
qmof-fbd118f.cif,78
qmof-ea3d030.cif,88
qmof-071d192.cif,71
qmof-1197fef.cif,92
qmof-24f6661.cif,92
qmof-02407df.cif,76
qmof-50d8de5.cif,104
qmof-9c5f912.cif,74
qmof-cbdfa7f.cif,62
qmof-0d8afa2.cif,104
qmof-a79068c.cif,100
qmof-facfaac.cif,84
qmof-767b522.cif,87
qmof-d038f1b.cif,88
qmof-56c641d.cif,94
qmof-68f408d.cif,75
qmof-eae2192.cif,114
qmof-6b02bb3.cif,68
qmof-00019ff.cif,81
qmof-71287ea.cif,82
qmof-60df73a.cif,106
qmof-c213cea.cif,116
qmof-0b092d4.cif,74
qmof-c067576.cif,86
qmof-b052d63.cif,90
qmof-c6bf1e2.cif,104
qmof-20e8389.cif,93
qmof-eaefd4f.cif,112
qmof-c0841fd.cif,64
qmof-be9fb9e.cif,80
qmof-bfe77e8.cif,70
qmof-677efcf.cif,64
qmof-01f2716.cif,112
qmof-461e21e.cif,66
qmof-913038d.cif,98
qmof-6b88181.cif,84
qmof-74326df.cif,100
qmof-c5a6ce1.cif,68
qmof-4379992.cif,72
qmof-a42fc49.cif,86
qmof-a52e439.cif,66
qmof-5b02dd4.cif,116
qmof-355e9d2.cif,102
qmof-44d1f08.cif,63
qmof-0c2559f.cif,86
qmof-97ba46c.cif,92
qmof-909f534.cif,72
qmof-def2f62.cif,78
qmof-628fed6.cif,106
qmof-22e67b2.cif,106
qmof-ed830ef.cif,74
qmof-c735ed2.cif,120
qmof-de0077f.cif,77
qmof-6b8897f.cif,72
qmof-fe38504.cif,98
qmof-c7761f6.cif,83
qmof-2de35b5.cif,67
qmof-4cd6b6d.cif,96
qmof-2b508d4.cif,70
qmof-0eca7ba.cif,88
qmof-de066b7.cif,92
qmof-36f1dad.cif,77
qmof-e7d374d.cif,88
qmof-6f05745.cif,66
qmof-12df25d.cif,118
qmof-70b42ce.cif,98
qmof-b01b0cf.cif,64
qmof-6546f48.cif,88
qmof-d125f53.cif,65
qmof-2449d69.cif,88
qmof-a440f07.cif,88
qmof-a29f85e.cif,110
qmof-9cd754e.cif,78
qmof-8fd706f.cif,94
qmof-3e06937.cif,73
qmof-5598b04.cif,80
qmof-a7e57bb.cif,64
qmof-ba35036.cif,92
qmof-b65f961.cif,120
qmof-3a0899f.cif,72
qmof-2869025.cif,62
qmof-b2c7c73.cif,90
qmof-7075266.cif,60
qmof-31b43f4.cif,102
qmof-33a3e83.cif,108
qmof-e45b793.cif,82
qmof-b3dffb5.cif,98
qmof-39b825c.cif,118
qmof-f817326.cif,67
qmof-633c6b8.cif,70
qmof-a5842a4.cif,84
qmof-18aa959.cif,62
qmof-e790c38.cif,120
qmof-d26af77.cif,74
qmof-b10bfd5.cif,98
qmof-459525d.cif,94
qmof-0b2b65a.cif,108
qmof-3c5c124.cif,86
qmof-1c4f970.cif,74
qmof-a41b944.cif,114
qmof-c82cbb7.cif,113
qmof-08ff76f.cif,92
qmof-bfb991a.cif,90
qmof-a03e4a5.cif,90
qmof-d6bf3fd.cif,86
qmof-a50b67b.cif,92
qmof-8ca8e56.cif,72
qmof-b8ce672.cif,60
qmof-a33f7c9.cif,106
qmof-d5ed188.cif,74
qmof-dd61915.cif,76
qmof-ddd91fd.cif,66
qmof-a196ea1.cif,86
qmof-9c943e1.cif,100
qmof-ef4e692.cif,104
qmof-b7479eb.cif,98
qmof-6250e57.cif,109
qmof-0852462.cif,88
qmof-b53439e.cif,94
qmof-3a4af0d.cif,108
qmof-f05cca2.cif,84
qmof-a0e5516.cif,86
qmof-7112b88.cif,80
qmof-b1c70fd.cif,110
qmof-30e8867.cif,116
qmof-ac06537.cif,76
qmof-b3f8839.cif,74
qmof-ea2f1f4.cif,65
qmof-a13b727.cif,74
qmof-771c050.cif,96
qmof-2eba693.cif,92
qmof-dd3c067.cif,98
qmof-49d94c9.cif,116
qmof-8e42f2f.cif,98
qmof-b6c95ec.cif,86
qmof-27ba6e2.cif,104
qmof-8ce5833.cif,96
qmof-c71dee9.cif,108
qmof-1a08aae.cif,118
qmof-7501cda.cif,66
qmof-0ec4fb0.cif,72
qmof-e08db99.cif,76
qmof-8137b0f.cif,62
qmof-9ac7652.cif,62
qmof-97c6429.cif,84
qmof-7505ece.cif,90
qmof-0a3a813.cif,72
qmof-a56ab4f.cif,104
qmof-4f9ba78.cif,82
qmof-46fc54f.cif,120
qmof-55a2418.cif,72
qmof-486f508.cif,112
qmof-3767e26.cif,92
qmof-545160f.cif,108
qmof-92d67c2.cif,72
qmof-85790cf.cif,72
qmof-d017d3d.cif,89
qmof-46e2f92.cif,104
qmof-03e3842.cif,120
qmof-908c20a.cif,84
qmof-3fa29a2.cif,74
qmof-84bae9f.cif,74
qmof-aaacd70.cif,116
qmof-3749d3e.cif,86
qmof-850b075.cif,74
qmof-d1c7a8a.cif,102
qmof-00a989b.cif,87
qmof-3e6f207.cif,100
qmof-3254d7d.cif,106
qmof-3a46a0e.cif,119
qmof-1231f0a.cif,80
qmof-94e212d.cif,96
qmof-3c665b8.cif,60
qmof-5918275.cif,64
qmof-67bb876.cif,60
qmof-03090a5.cif,60
qmof-136e736.cif,100
qmof-02875e0.cif,74
qmof-753c2a3.cif,114
qmof-8b33928.cif,72
qmof-1a45ce8.cif,102
qmof-3c2c204.cif,80
qmof-e7ba782.cif,86
qmof-a6c7492.cif,104
qmof-593a48e.cif,62
qmof-afb876a.cif,80
qmof-1f5d6ec.cif,118
qmof-c98e6d4.cif,81
qmof-e2b9aa4.cif,84
qmof-9659d87.cif,66
qmof-f55c6c1.cif,80
qmof-91e9d17.cif,94
qmof-57e2359.cif,75
qmof-9a21157.cif,72
qmof-7c2e712.cif,104
qmof-285773f.cif,80
qmof-44f9a2e.cif,80
qmof-13f2019.cif,60
qmof-8b03127.cif,64
qmof-0e1877f.cif,89
qmof-07dcfa3.cif,92
qmof-981876f.cif,84
qmof-b3649d4.cif,66
qmof-b83bc08.cif,77
qmof-d4ba604.cif,108
qmof-7d579e0.cif,72
qmof-6544ffe.cif,80
qmof-43048f4.cif,64
qmof-7f3ae47.cif,92
qmof-27b9790.cif,116
qmof-008aa12.cif,84
qmof-f9dbc15.cif,90
qmof-e482ff6.cif,120
qmof-15d237d.cif,98
qmof-10c7c3c.cif,68
qmof-6b43508.cif,92
qmof-c237857.cif,96
qmof-2d4f3d7.cif,90
qmof-2684b38.cif,60
qmof-23a9d66.cif,72
qmof-b7b79de.cif,80
qmof-d5c8737.cif,65
qmof-90fa460.cif,102
qmof-00da3cc.cif,84
qmof-2928cd0.cif,74
qmof-166d55f.cif,86
qmof-20f395f.cif,80
qmof-56439ce.cif,90
qmof-6279a4d.cif,60
qmof-9c2bfdc.cif,92
qmof-ecbc8f8.cif,108
qmof-67d495a.cif,66
qmof-2855399.cif,120
qmof-72a2f93.cif,88
qmof-94a3110.cif,78
qmof-44db121.cif,100
qmof-f309089.cif,104
qmof-0eff6c4.cif,72
qmof-c45b2d5.cif,78
qmof-bbe92eb.cif,74
qmof-649c1c3.cif,98
qmof-11d85cf.cif,90
qmof-ba3d0ce.cif,94
qmof-11bde68.cif,102
qmof-3b6652e.cif,104
qmof-755582e.cif,94
qmof-9977307.cif,62
qmof-170efc8.cif,104
qmof-574ecbc.cif,92
qmof-54ac1c4.cif,88
qmof-fe8f651.cif,120
qmof-eaa76fc.cif,78
qmof-598233a.cif,76
qmof-ac61250.cif,66
qmof-8a3ffa2.cif,68
qmof-25af73a.cif,90
qmof-1dca0c6.cif,74
qmof-6be3a15.cif,63
qmof-724daab.cif,68
qmof-cbb3b86.cif,80
qmof-9845d29.cif,96
qmof-755b963.cif,78
qmof-9df353e.cif,80
qmof-da61c3d.cif,64
qmof-d9ca2be.cif,85
qmof-fe78703.cif,76
qmof-9e4819b.cif,104
qmof-6e18d70.cif,94
qmof-632304d.cif,92
qmof-25fee54.cif,98
qmof-24fe973.cif,72
qmof-70b56d2.cif,60
qmof-67ca802.cif,110
qmof-00c8700.cif,120
qmof-7370962.cif,68
qmof-b935c43.cif,116
qmof-84a90c5.cif,88
qmof-d89832e.cif,64
qmof-9a71eae.cif,86
qmof-74470b6.cif,108
qmof-d35757d.cif,94
qmof-e14a066.cif,116
qmof-c5651be.cif,66
qmof-2f39bbb.cif,84
qmof-c45dcc3.cif,72
qmof-52b8268.cif,116
qmof-e2670cd.cif,118
qmof-0cd5578.cif,108
qmof-4164771.cif,84
qmof-d52be7e.cif,84
qmof-4b1f591.cif,70
qmof-a1f00d0.cif,63
qmof-1fe6988.cif,96
qmof-9747028.cif,74
qmof-84cc81a.cif,100
qmof-3a1574d.cif,72
qmof-31506de.cif,82
qmof-e76d4a3.cif,64
qmof-76de5fa.cif,104
qmof-d198a06.cif,98
qmof-21933a2.cif,112
qmof-e8efc9d.cif,108
qmof-b607432.cif,100
qmof-f45cbc6.cif,92
qmof-c45f4aa.cif,100
qmof-0f89a96.cif,80
qmof-44fe25a.cif,84
qmof-8a18b5d.cif,82
qmof-65937c4.cif,70
qmof-f07e952.cif,66
qmof-5885ba6.cif,96
qmof-455827c.cif,80
qmof-0cf115b.cif,86
qmof-1a0c62d.cif,64
qmof-f662240.cif,66
qmof-ba03fca.cif,94
qmof-cec6153.cif,86
qmof-62f1dcc.cif,71
qmof-3511041.cif,78
qmof-a2d4eaa.cif,84
qmof-27a6787.cif,108
qmof-756a348.cif,82
qmof-79768f1.cif,92
qmof-33d69c8.cif,75
qmof-6ef199f.cif,69
qmof-791f6be.cif,61
qmof-7a13182.cif,110
qmof-9dbd92a.cif,86
qmof-75c4882.cif,68
qmof-033ade9.cif,68
qmof-e266949.cif,110
qmof-f6f698d.cif,78
qmof-1d6c648.cif,94
qmof-cabf074.cif,99
qmof-306fb3e.cif,68
qmof-688a1df.cif,78
qmof-f78137f.cif,94
qmof-73c6760.cif,70
qmof-117807b.cif,88
qmof-b7a1e1f.cif,114
qmof-a1c8920.cif,106
qmof-a57e16b.cif,96
qmof-5b36cd1.cif,74
qmof-d73c071.cif,84
qmof-39a2f45.cif,93
qmof-7a40f71.cif,94
qmof-f59c9c1.cif,86
qmof-b7ca6ca.cif,64
qmof-8366080.cif,120
qmof-425232b.cif,60
qmof-fbf431a.cif,114
qmof-3416f8e.cif,96
qmof-55b0928.cif,68
qmof-7fcab56.cif,84
qmof-6721074.cif,88
qmof-eaf7a5c.cif,70
qmof-53fce67.cif,62
qmof-9e926ff.cif,88
qmof-c9bb6d6.cif,94
qmof-84db2cd.cif,102
qmof-7212f9b.cif,106
qmof-1afa76c.cif,78
qmof-91daed1.cif,62
qmof-42f74ee.cif,70
qmof-4315d6e.cif,74
qmof-be2d371.cif,110
qmof-7d828a1.cif,76
qmof-af4297c.cif,66
qmof-02c7dcc.cif,116
qmof-3d36cba.cif,84
qmof-fc77380.cif,78
qmof-6e25176.cif,92
qmof-4d599e9.cif,92
qmof-0df8088.cif,82
qmof-5974966.cif,84
qmof-e12c654.cif,78
qmof-0a1eaf1.cif,90
qmof-ba1edaa.cif,70
qmof-aeacab4.cif,78
qmof-d21be4e.cif,72
qmof-74df16c.cif,68
qmof-2e8198f.cif,60
qmof-94699eb.cif,74
qmof-370b421.cif,62
qmof-59424b3.cif,87
qmof-8fc0c9f.cif,74
qmof-163215a.cif,88
qmof-1ff9412.cif,60
qmof-b01aecb.cif,106
qmof-6b03e0d.cif,112
qmof-8b9a8e7.cif,94
qmof-379f83f.cif,112
qmof-52782af.cif,96
qmof-7d394fd.cif,68
qmof-4d6534c.cif,106
qmof-946ef24.cif,100
qmof-ecea9da.cif,71
qmof-63babd7.cif,96
qmof-e678090.cif,67
qmof-8411c83.cif,90
qmof-dff191b.cif,82
qmof-c5ff6a1.cif,118
qmof-b03edbf.cif,94
qmof-9be8b35.cif,64
